,symbol,metric,value
6696,TTWO,52 Week Range,101.85 - 195.83
6697,TTWO,Volume,"2,407,359"
6698,TTWO,Avg. Volume,"2,932,387"
6699,TTWO,Market Cap,20.93B
6700,TTWO,Beta (5Y Monthly),0.76
6701,TTWO,PE Ratio (TTM),36.09
6702,TTWO,EPS (TTM),3.58
6703,TTWO,Earnings Date,"Aug 01, 2022 - Aug 05, 2022"
6704,TTWO,Forward Dividend & Yield,N/A (N/A)
6705,TTWO,Ex-Dividend Date,N/A
6706,TTWO,1y Target Est,175.13
6707,TPR,Previous Close,33.33
6708,TPR,Open,33.49
6709,TPR,Bid,32.58 x 1000
6710,TPR,Ask,32.59 x 800
6711,TPR,Day's Range,32.30 - 33.68
6712,TPR,52 Week Range,26.39 - 47.05
6713,TPR,Volume,"2,831,595"
6714,TPR,Avg. Volume,"4,288,558"
6715,TPR,Market Cap,8.196B
6716,TPR,Beta (5Y Monthly),1.4
6717,TPR,PE Ratio (TTM),10.43
6718,TPR,EPS (TTM),3.12
6719,TPR,Earnings Date,18-Aug-22
6720,TPR,Forward Dividend & Yield,1.00 (3.12%)
6721,TPR,Ex-Dividend Date,2-Jun-22
6722,TPR,1y Target Est,46.43
6723,TGT,Previous Close,150.42
6724,TGT,Open,151.16
6725,TGT,Bid,148.89 x 800
6726,TGT,Ask,151.00 x 1200
6727,TGT,Day's Range,148.03 - 151.93
6728,TGT,52 Week Range,138.58 - 268.98
6729,TGT,Volume,"3,535,118"
6730,TGT,Avg. Volume,"6,321,958"
6731,TGT,Market Cap,69.374B
6732,TGT,Beta (5Y Monthly),0.97
6733,TGT,PE Ratio (TTM),12.37
6734,TGT,EPS (TTM),12.09
6735,TGT,Earnings Date,17-Aug-22
6736,TGT,Forward Dividend & Yield,4.32 (2.87%)
6737,TGT,Ex-Dividend Date,16-Aug-22
6738,TGT,1y Target Est,188.62
6739,TEL,Previous Close,118.39
6740,TEL,Open,119.44
6741,TEL,Bid,117.81 x 800
6742,TEL,Ask,119.85 x 800
6743,TEL,Day's Range,117.42 - 119.44
6744,TEL,52 Week Range,112.01 - 166.44
6745,TEL,Volume,"1,768,567"
6746,TEL,Avg. Volume,"1,579,448"
6747,TEL,Market Cap,38.889B
6748,TEL,Beta (5Y Monthly),1.27
6749,TEL,PE Ratio (TTM),15.53
6750,TEL,EPS (TTM),7.57
6751,TEL,Earnings Date,27-Apr-22
6752,TEL,Forward Dividend & Yield,2.24 (1.90%)
6753,TEL,Ex-Dividend Date,18-Aug-22
6754,TEL,1y Target Est,N/A
6755,TDY,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
6756,TFX,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
6757,TER,Previous Close,97.12
6758,TER,Open,98.1
6759,TER,Bid,97.77 x 1000
6760,TER,Ask,98.04 x 1400
6761,TER,Day's Range,96.40 - 98.99
6762,TER,52 Week Range,85.66 - 168.91
6763,TER,Volume,"1,529,946"
6764,TER,Avg. Volume,"1,754,535"
6765,TER,Market Cap,15.693B
6766,TER,Beta (5Y Monthly),1.49
6767,TER,PE Ratio (TTM),18.28
6768,TER,EPS (TTM),5.36
6769,TER,Earnings Date,"Jul 25, 2022 - Jul 29, 2022"
6770,TER,Forward Dividend & Yield,0.44 (0.48%)
6771,TER,Ex-Dividend Date,24-May-22
6772,TER,1y Target Est,131.32
6773,TSLA,Previous Close,737.12
6774,TSLA,Open,748.1
6775,TSLA,Bid,732.90 x 1300
6776,TSLA,Ask,734.37 x 1000
6777,TSLA,Day's Range,727.70 - 756.21
6778,TSLA,52 Week Range,"620.46 - 1,243.49"
6779,TSLA,Volume,"29,115,189"
6780,TSLA,Avg. Volume,"29,073,069"
6781,TSLA,Market Cap,761.219B
6782,TSLA,Beta (5Y Monthly),2.13
6783,TSLA,PE Ratio (TTM),99.29
6784,TSLA,EPS (TTM),7.4
6785,TSLA,Earnings Date,"Jul 25, 2022 - Jul 29, 2022"
6786,TSLA,Forward Dividend & Yield,N/A (N/A)
6787,TSLA,Ex-Dividend Date,N/A
6788,TSLA,1y Target Est,905.97
6789,TXN,Previous Close,155.95
6790,TXN,Open,156.99
6791,TXN,Bid,155.84 x 1100
6792,TXN,Ask,155.33 x 1000
6793,TXN,Day's Range,155.13 - 157.62
6794,TXN,52 Week Range,149.10 - 202.26
6795,TXN,Volume,"5,197,007"
6796,TXN,Avg. Volume,"5,958,070"
6797,TXN,Market Cap,143.502B
6798,TXN,Beta (5Y Monthly),0.94
6799,TXN,PE Ratio (TTM),17.81
6800,TXN,EPS (TTM),8.74
6801,TXN,Earnings Date,"Jul 19, 2022 - Jul 25, 2022"
6802,TXN,Forward Dividend & Yield,4.60 (3.00%)
6803,TXN,Ex-Dividend Date,6-May-22
6804,TXN,1y Target Est,190.46
6805,TXT,Previous Close,60.62
6806,TXT,Open,60.91
6807,TXT,Bid,56.98 x 1000
6808,TXT,Ask,78.00 x 1000
6809,TXT,Day's Range,59.95 - 61.26
6810,TXT,52 Week Range,57.11 - 79.45
6811,TXT,Volume,"852,453"
6812,TXT,Avg. Volume,"1,300,187"
6813,TXT,Market Cap,13.075B
6814,TXT,Beta (5Y Monthly),1.65
6815,TXT,PE Ratio (TTM),17.72
6816,TXT,EPS (TTM),3.43
6817,TXT,Earnings Date,"Jul 27, 2022 - Aug 01, 2022"
6818,TXT,Forward Dividend & Yield,0.08 (0.13%)
6819,TXT,Ex-Dividend Date,9-Jun-22
6820,TXT,1y Target Est,N/A
6821,TMO,Previous Close,544.81
6822,TMO,Open,545.84
6823,TMO,Bid,529.71 x 800
6824,TMO,Ask,550.00 x 1000
6825,TMO,Day's Range,539.77 - 547.11
6826,TMO,52 Week Range,492.01 - 672.34
6827,TMO,Volume,"757,287"
6828,TMO,Avg. Volume,"1,448,020"
6829,TMO,Market Cap,212.814B
6830,TMO,Beta (5Y Monthly),0.83
6831,TMO,PE Ratio (TTM),28.34
6832,TMO,EPS (TTM),19.19
6833,TMO,Earnings Date,"Jul 26, 2022 - Aug 01, 2022"
6834,TMO,Forward Dividend & Yield,1.20 (0.23%)
6835,TMO,Ex-Dividend Date,14-Jun-22
6836,TMO,1y Target Est,663.84
6837,TJX,Previous Close,60.24
6838,TJX,Open,60.74
6839,TJX,Bid,59.80 x 1100
6840,TJX,Ask,59.82 x 800
6841,TJX,Day's Range,59.52 - 60.90
6842,TJX,52 Week Range,53.69 - 77.35
6843,TJX,Volume,"5,037,044"
6844,TJX,Avg. Volume,"7,587,662"
6845,TJX,Market Cap,70.076B
6846,TJX,Beta (5Y Monthly),0.88
6847,TJX,PE Ratio (TTM),21.7
6848,TJX,EPS (TTM),2.76
6849,TJX,Earnings Date,"Aug 16, 2022 - Aug 22, 2022"
6850,TJX,Forward Dividend & Yield,1.18 (2.05%)
6851,TJX,Ex-Dividend Date,10-Aug-22
6852,TJX,1y Target Est,75.9
6853,TSCO,Previous Close,202.97
6854,TSCO,Open,203.83
6855,TSCO,Bid,201.00 x 1000
6856,TSCO,Ask,203.39 x 1000
6857,TSCO,Day's Range,201.77 - 205.23
6858,TSCO,52 Week Range,166.49 - 241.54
6859,TSCO,Volume,"776,488"
6860,TSCO,Avg. Volume,"1,259,262"
6861,TSCO,Market Cap,22.657B
6862,TSCO,Beta (5Y Monthly),1.04
6863,TSCO,PE Ratio (TTM),23.2
6864,TSCO,EPS (TTM),8.73
6865,TSCO,Earnings Date,21-Jul-22
6866,TSCO,Forward Dividend & Yield,3.68 (1.88%)
6867,TSCO,Ex-Dividend Date,24-May-22
6868,TSCO,1y Target Est,242.62
6869,TT,Previous Close,138.06
6870,TT,Open,138.43
6871,TT,Bid,136.20 x 800
6872,TT,Ask,136.92 x 900
6873,TT,Day's Range,135.20 - 138.85
6874,TT,52 Week Range,128.13 - 207.06
6875,TT,Volume,"1,225,138"
6876,TT,Avg. Volume,"1,488,042"
6877,TT,Market Cap,31.884B
6878,TT,Beta (5Y Monthly),1.28
6879,TT,PE Ratio (TTM),22.64
6880,TT,EPS (TTM),6.02
6881,TT,Earnings Date,4-May-22
6882,TT,Forward Dividend & Yield,2.68 (1.94%)
6883,TT,Ex-Dividend Date,2-Jun-22
6884,TT,1y Target Est,N/A
6885,TDG,Previous Close,538.75
6886,TDG,Open,541
6887,TDG,Bid,533.55 x 900
6888,TDG,Ask,539.78 x 800
6889,TDG,Day's Range,529.19 - 542.63
6890,TDG,52 Week Range,500.08 - 686.06
6891,TDG,Volume,"280,981"
6892,TDG,Avg. Volume,"353,401"
6893,TDG,Market Cap,29.148B
6894,TDG,Beta (5Y Monthly),1.44
6895,TDG,PE Ratio (TTM),37.21
6896,TDG,EPS (TTM),14.34
6897,TDG,Earnings Date,"Aug 08, 2022 - Aug 12, 2022"
6898,TDG,Forward Dividend & Yield,N/A (N/A)
6899,TDG,Ex-Dividend Date,27-Dec-19
6900,TDG,1y Target Est,726.56
6901,TRV,Previous Close,166.72
6902,TRV,Open,167.33
6903,TRV,Bid,162.62 x 1300
6904,TRV,Ask,168.58 x 1000
6905,TRV,Day's Range,166.38 - 168.23
6906,TRV,52 Week Range,145.40 - 187.98
6907,TRV,Volume,"712,290"
6908,TRV,Avg. Volume,"1,292,959"
6909,TRV,Market Cap,40.191B
6910,TRV,Beta (5Y Monthly),0.71
6911,TRV,PE Ratio (TTM),10.62
6912,TRV,EPS (TTM),15.77
6913,TRV,Earnings Date,21-Jul-22
6914,TRV,Forward Dividend & Yield,3.72 (2.23%)
6915,TRV,Ex-Dividend Date,9-Jun-22
6916,TRV,1y Target Est,182.5
6917,TRMB,Previous Close,61.01
6918,TRMB,Open,60.97
6919,TRMB,Bid,60.36 x 900
6920,TRMB,Ask,60.42 x 1200
6921,TRMB,Day's Range,60.02 - 61.32
6922,TRMB,52 Week Range,55.65 - 96.49
6923,TRMB,Volume,"433,372"
6924,TRMB,Avg. Volume,"1,132,756"
6925,TRMB,Market Cap,15.086B
6926,TRMB,Beta (5Y Monthly),1.53
6927,TRMB,PE Ratio (TTM),31.25
6928,TRMB,EPS (TTM),1.93
6929,TRMB,Earnings Date,"Aug 02, 2022 - Aug 08, 2022"
6930,TRMB,Forward Dividend & Yield,N/A (N/A)
6931,TRMB,Ex-Dividend Date,N/A
6932,TRMB,1y Target Est,89.75
6933,TFC,Previous Close,49.22
6934,TFC,Open,49.31
6935,TFC,Bid,48.54 x 3200
6936,TFC,Ask,48.69 x 3100
6937,TFC,Day's Range,48.09 - 49.50
6938,TFC,52 Week Range,44.75 - 68.95
6939,TFC,Volume,"5,607,800"
6940,TFC,Avg. Volume,"7,900,095"
6941,TFC,Market Cap,64.667B
6942,TFC,Beta (5Y Monthly),1.17
6943,TFC,PE Ratio (TTM),10.84
6944,TFC,EPS (TTM),4.48
6945,TFC,Earnings Date,19-Jul-22
6946,TFC,Forward Dividend & Yield,1.92 (4.08%)
6947,TFC,Ex-Dividend Date,12-May-22
6948,TFC,1y Target Est,59.97
6949,TWTR,Previous Close,39.41
6950,TWTR,Open,39.67
6951,TWTR,Bid,39.07 x 1000
6952,TWTR,Ask,39.06 x 800
6953,TWTR,Day's Range,38.90 - 39.88
6954,TWTR,52 Week Range,31.30 - 73.34
6955,TWTR,Volume,"7,043,216"
6956,TWTR,Avg. Volume,"52,652,167"
6957,TWTR,Market Cap,29.948B
6958,TWTR,Beta (5Y Monthly),0.58
6959,TWTR,PE Ratio (TTM),139.96
6960,TWTR,EPS (TTM),0.28
6961,TWTR,Earnings Date,"Jul 20, 2022 - Jul 25, 2022"
6962,TWTR,Forward Dividend & Yield,N/A (N/A)
6963,TWTR,Ex-Dividend Date,N/A
6964,TWTR,1y Target Est,49.66
6965,TYL,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
6966,TSN,Previous Close,85.8
6967,TSN,Open,85.7
6968,TSN,Bid,84.20 x 900
6969,TSN,Ask,86.25 x 800
6970,TSN,Day's Range,85.07 - 86.02
6971,TSN,52 Week Range,69.88 - 100.72
6972,TSN,Volume,"1,265,425"
6973,TSN,Avg. Volume,"2,061,591"
6974,TSN,Market Cap,31.025B
6975,TSN,Beta (5Y Monthly),0.69
6976,TSN,PE Ratio (TTM),7.72
6977,TSN,EPS (TTM),11.11
6978,TSN,Earnings Date,8-Aug-22
6979,TSN,Forward Dividend & Yield,1.84 (2.14%)
6980,TSN,Ex-Dividend Date,31-Aug-22
6981,TSN,1y Target Est,99.91
6982,USB,Previous Close,47.52
6983,USB,Open,47.69
6984,USB,Bid,47.17 x 1200
6985,USB,Ask,47.18 x 900
6986,USB,Day's Range,46.96 - 47.92
6987,USB,52 Week Range,44.79 - 63.57
6988,USB,Volume,"6,691,272"
6989,USB,Avg. Volume,"7,889,416"
6990,USB,Market Cap,70.201B
6991,USB,Beta (5Y Monthly),0.99
6992,USB,PE Ratio (TTM),10.19
6993,USB,EPS (TTM),4.64
6994,USB,Earnings Date,15-Jul-22
6995,USB,Forward Dividend & Yield,1.84 (3.97%)
6996,USB,Ex-Dividend Date,29-Jun-22
6997,USB,1y Target Est,59.65
6998,UDR,Previous Close,46.15
6999,UDR,Open,45.94
7000,UDR,Bid,35.00 x 900
7001,UDR,Ask,47.07 x 1300
7002,UDR,Day's Range,45.83 - 47.30
7003,UDR,52 Week Range,42.00 - 61.06
7004,UDR,Volume,"1,441,581"
7005,UDR,Avg. Volume,"2,044,054"
7006,UDR,Market Cap,25.102B
7007,UDR,Beta (5Y Monthly),0.76
7008,UDR,PE Ratio (TTM),92.8
7009,UDR,EPS (TTM),0.5
7010,UDR,Earnings Date,"Jul 26, 2022 - Aug 01, 2022"
7011,UDR,Forward Dividend & Yield,1.52 (3.45%)
7012,UDR,Ex-Dividend Date,8-Jul-22
7013,UDR,1y Target Est,56.35
7014,ULTA,Previous Close,410.54
7015,ULTA,Open,410.48
7016,ULTA,Bid,401.57 x 800
7017,ULTA,Ask,400.26 x 1100
7018,ULTA,Day's Range,399.33 - 411.58
7019,ULTA,52 Week Range,319.05 - 438.63
7020,ULTA,Volume,"563,449"
7021,ULTA,Avg. Volume,"827,827"
7022,ULTA,Market Cap,20.753B
7023,ULTA,Beta (5Y Monthly),1.54
7024,ULTA,PE Ratio (TTM),19.87
7025,ULTA,EPS (TTM),20.15
7026,ULTA,Earnings Date,25-Aug-22
7027,ULTA,Forward Dividend & Yield,N/A (N/A)
7028,ULTA,Ex-Dividend Date,16-Mar-12
7029,ULTA,1y Target Est,459.75
7030,UNP,Previous Close,215.78
7031,UNP,Open,216.82
7032,UNP,Bid,213.78 x 900
7033,UNP,Ask,217.71 x 1100
7034,UNP,Day's Range,212.49 - 216.33
7035,UNP,52 Week Range,195.68 - 278.94
7036,UNP,Volume,"1,771,500"
7037,UNP,Avg. Volume,"3,322,130"
7038,UNP,Market Cap,134.303B
7039,UNP,Beta (5Y Monthly),1.21
7040,UNP,PE Ratio (TTM),20.33
7041,UNP,EPS (TTM),10.52
7042,UNP,Earnings Date,21-Jul-22
7043,UNP,Forward Dividend & Yield,5.20 (2.41%)
7044,UNP,Ex-Dividend Date,27-May-22
7045,UNP,1y Target Est,267.11
7046,UAL,Previous Close,38.51
7047,UAL,Open,38.81
7048,UAL,Bid,37.20 x 900
7049,UAL,Ask,37.23 x 1000
7050,UAL,Day's Range,37.12 - 38.76
7051,UAL,52 Week Range,30.54 - 54.52
7052,UAL,Volume,"9,702,576"
7053,UAL,Avg. Volume,"13,542,851"
7054,UAL,Market Cap,12.154B
7055,UAL,Beta (5Y Monthly),1.23
7056,UAL,PE Ratio (TTM),N/A
7057,UAL,EPS (TTM),-6.12
7058,UAL,Earnings Date,"Jul 18, 2022 - Jul 22, 2022"
7059,UAL,Forward Dividend & Yield,N/A (N/A)
7060,UAL,Ex-Dividend Date,7-Jan-08
7061,UAL,1y Target Est,58.42
7062,UPS,Previous Close,183.3
7063,UPS,Open,184.85
7064,UPS,Bid,180.55 x 800
7065,UPS,Ask,182.82 x 900
7066,UPS,Day's Range,181.11 - 184.96
7067,UPS,52 Week Range,165.34 - 233.72
7068,UPS,Volume,"1,566,676"
7069,UPS,Avg. Volume,"3,688,974"
7070,UPS,Market Cap,158.859B
7071,UPS,Beta (5Y Monthly),1.16
7072,UPS,PE Ratio (TTM),14.85
7073,UPS,EPS (TTM),12.24
7074,UPS,Earnings Date,26-Jul-22
7075,UPS,Forward Dividend & Yield,6.08 (3.48%)
7076,UPS,Ex-Dividend Date,13-May-22
7077,UPS,1y Target Est,222.14
7078,URI,Previous Close,248.29
7079,URI,Open,250.51
7080,URI,Bid,231.57 x 900
7081,URI,Ask,252.27 x 1000
7082,URI,Day's Range,248.06 - 254.75
7083,URI,52 Week Range,230.54 - 414.99
7084,URI,Volume,"783,307"
7085,URI,Avg. Volume,"810,870"
7086,URI,Market Cap,18.045B
7087,URI,Beta (5Y Monthly),1.81
7088,URI,PE Ratio (TTM),11.84
7089,URI,EPS (TTM),21.29
7090,URI,Earnings Date,"Jul 26, 2022 - Aug 01, 2022"
7091,URI,Forward Dividend & Yield,N/A (N/A)
7092,URI,Ex-Dividend Date,N/A
7093,URI,1y Target Est,396
7094,UNH,Previous Close,495.64
7095,UNH,Open,492.83
7096,UNH,Bid,505.91 x 1100
7097,UNH,Ask,510.50 x 1000
7098,UNH,Day's Range,493.60 - 511.89
7099,UNH,52 Week Range,383.12 - 553.29
7100,UNH,Volume,"3,899,828"
7101,UNH,Avg. Volume,"3,361,245"
7102,UNH,Market Cap,474.396B
7103,UNH,Beta (5Y Monthly),0.83
7104,UNH,PE Ratio (TTM),27.68
7105,UNH,EPS (TTM),18.27
7106,UNH,Earnings Date,15-Jul-22
7107,UNH,Forward Dividend & Yield,6.60 (1.33%)
7108,UNH,Ex-Dividend Date,16-Jun-22
7109,UNH,1y Target Est,564.83
7110,UHS,Previous Close,108.77
7111,UHS,Open,109.43
7112,UHS,Bid,108.10 x 1000
7113,UHS,Ask,108.62 x 800
7114,UHS,Day's Range,107.60 - 110.22
7115,UHS,52 Week Range,99.54 - 165.00
7116,UHS,Volume,"657,979"
7117,UHS,Avg. Volume,"824,069"
7118,UHS,Market Cap,8.047B
7119,UHS,Beta (5Y Monthly),1.1
7120,UHS,PE Ratio (TTM),9.41
7121,UHS,EPS (TTM),11.5
7122,UHS,Earnings Date,"Jul 25, 2022 - Jul 29, 2022"
7123,UHS,Forward Dividend & Yield,0.80 (0.78%)
7124,UHS,Ex-Dividend Date,31-May-22
7125,UHS,1y Target Est,135.28
7126,VLO,Previous Close,103.93
7127,VLO,Open,107.32
7128,VLO,Bid,112.24 x 800
7129,VLO,Ask,112.36 x 800
7130,VLO,Day's Range,105.51 - 113.39
7131,VLO,52 Week Range,58.85 - 146.81
7132,VLO,Volume,"8,629,338"
7133,VLO,Avg. Volume,"5,587,041"
7134,VLO,Market Cap,45.805B
7135,VLO,Beta (5Y Monthly),1.76
7136,VLO,PE Ratio (TTM),18.07
7137,VLO,EPS (TTM),6.21
7138,VLO,Earnings Date,28-Jul-22
7139,VLO,Forward Dividend & Yield,3.92 (3.37%)
7140,VLO,Ex-Dividend Date,11-May-22
7141,VLO,1y Target Est,137.68
7142,VTR,Previous Close,51.23
7143,VTR,Open,51.13
7144,VTR,Bid,51.74 x 800
7145,VTR,Ask,51.76 x 800
7146,VTR,Day's Range,50.76 - 52.37
7147,VTR,52 Week Range,45.44 - 64.02
7148,VTR,Volume,"584,709"
7149,VTR,Avg. Volume,"2,147,103"
7150,VTR,Market Cap,20.64B
7151,VTR,Beta (5Y Monthly),1.18
7152,VTR,PE Ratio (TTM),138.45
7153,VTR,EPS (TTM),0.37
7154,VTR,Earnings Date,"Aug 04, 2022 - Aug 08, 2022"
7155,VTR,Forward Dividend & Yield,1.80 (3.71%)
7156,VTR,Ex-Dividend Date,30-Jun-22
7157,VTR,1y Target Est,63.05
7158,VRSN,Previous Close,169.27
7159,VRSN,Open,169.08
7160,VRSN,Bid,168.64 x 1000
7161,VRSN,Ask,168.79 x 900
7162,VRSN,Day's Range,167.52 - 170.15
7163,VRSN,52 Week Range,155.25 - 257.03
7164,VRSN,Volume,"458,205"
7165,VRSN,Avg. Volume,"795,759"
7166,VRSN,Market Cap,18.497B
7167,VRSN,Beta (5Y Monthly),1.01
7168,VRSN,PE Ratio (TTM),23.75
7169,VRSN,EPS (TTM),7.11
7170,VRSN,Earnings Date,"Jul 20, 2022 - Jul 25, 2022"
7171,VRSN,Forward Dividend & Yield,N/A (N/A)
7172,VRSN,Ex-Dividend Date,5-May-11
7173,VRSN,1y Target Est,195.5
7174,VRSK,Previous Close,173.71
7175,VRSK,Open,174.7
7176,VRSK,Bid,178.46 x 1100
7177,VRSK,Ask,179.19 x 800
7178,VRSK,Day's Range,174.37 - 178.87
7179,VRSK,52 Week Range,164.96 - 231.57
7180,VRSK,Volume,"627,306"
7181,VRSK,Avg. Volume,"1,251,961"
7182,VRSK,Market Cap,28.209B
7183,VRSK,Beta (5Y Monthly),0.86
7184,VRSK,PE Ratio (TTM),28.97
7185,VRSK,EPS (TTM),6.17
7186,VRSK,Earnings Date,"Aug 01, 2022 - Aug 05, 2022"
7187,VRSK,Forward Dividend & Yield,1.24 (0.69%)
7188,VRSK,Ex-Dividend Date,14-Jun-22
7189,VRSK,1y Target Est,204.07
7190,VZ,Previous Close,50.96
7191,VZ,Open,51.29
7192,VZ,Bid,50.96 x 3100
7193,VZ,Ask,50.98 x 1000
7194,VZ,Day's Range,50.65 - 51.49
7195,VZ,52 Week Range,45.55 - 56.85
7196,VZ,Volume,"16,399,713"
7197,VZ,Avg. Volume,"23,860,624"
7198,VZ,Market Cap,214.014B
7199,VZ,Beta (5Y Monthly),0.4
7200,VZ,PE Ratio (TTM),9.92
7201,VZ,EPS (TTM),5.14
7202,VZ,Earnings Date,22-Jul-22
7203,VZ,Forward Dividend & Yield,2.56 (5.22%)
7204,VZ,Ex-Dividend Date,7-Jul-22
7205,VZ,1y Target Est,58.33
7206,VRTX,Previous Close,292.55
7207,VRTX,Open,289.81
7208,VRTX,Bid,287.60 x 800
7209,VRTX,Ask,288.03 x 800
7210,VRTX,Day's Range,286.71 - 291.14
7211,VRTX,52 Week Range,176.36 - 293.17
7212,VRTX,Volume,"1,955,525"
7213,VRTX,Avg. Volume,"1,772,575"
7214,VRTX,Market Cap,73.484B
7215,VRTX,Beta (5Y Monthly),0.55
7216,VRTX,PE Ratio (TTM),30.32
7217,VRTX,EPS (TTM),9.48
7218,VRTX,Earnings Date,"Jul 27, 2022 - Aug 01, 2022"
7219,VRTX,Forward Dividend & Yield,N/A (N/A)
7220,VRTX,Ex-Dividend Date,N/A
7221,VRTX,1y Target Est,293.51
7222,VFC,Previous Close,48.01
7223,VFC,Open,48.06
7224,VFC,Bid,46.98 x 1000
7225,VFC,Ask,47.73 x 1800
7226,VFC,Day's Range,46.84 - 48.18
7227,VFC,52 Week Range,44.17 - 84.96
7228,VFC,Volume,"2,872,112"
7229,VFC,Avg. Volume,"3,315,935"
7230,VFC,Market Cap,18.464B
7231,VFC,Beta (5Y Monthly),1.46
7232,VFC,PE Ratio (TTM),15.33
7233,VFC,EPS (TTM),3.1
7234,VFC,Earnings Date,"Jul 28, 2022 - Aug 01, 2022"
7235,VFC,Forward Dividend & Yield,2.00 (4.17%)
7236,VFC,Ex-Dividend Date,9-Jun-22
7237,VFC,1y Target Est,58.05
7238,VTRS,Previous Close,10.96
7239,VTRS,Open,10.94
7240,VTRS,Bid,11.08 x 800
7241,VTRS,Ask,11.09 x 3100
7242,VTRS,Day's Range,10.90 - 11.15
7243,VTRS,52 Week Range,9.66 - 15.60
7244,VTRS,Volume,"8,202,707"
7245,VTRS,Avg. Volume,"11,825,877"
7246,VTRS,Market Cap,13.42B
7247,VTRS,Beta (5Y Monthly),1.28
7248,VTRS,PE Ratio (TTM),79.07
7249,VTRS,EPS (TTM),0.14
7250,VTRS,Earnings Date,"Aug 08, 2022 - Aug 12, 2022"
7251,VTRS,Forward Dividend & Yield,0.48 (4.47%)
7252,VTRS,Ex-Dividend Date,23-May-22
7253,VTRS,1y Target Est,16.39
7254,VICI,Previous Close,30.32
7255,VICI,Open,30.37
7256,VICI,Bid,30.63 x 2200
7257,VICI,Ask,30.79 x 1200
7258,VICI,Day's Range,30.17 - 30.76
7259,VICI,52 Week Range,26.23 - 33.95
7260,VICI,Volume,"6,799,497"
7261,VICI,Avg. Volume,"16,983,819"
7262,VICI,Market Cap,29.458B
7263,VICI,Beta (5Y Monthly),1.02
7264,VICI,PE Ratio (TTM),18.32
7265,VICI,EPS (TTM),1.67
7266,VICI,Earnings Date,"Jul 26, 2022 - Aug 01, 2022"
7267,VICI,Forward Dividend & Yield,1.44 (4.75%)
7268,VICI,Ex-Dividend Date,22-Jun-22
7269,VICI,1y Target Est,35.42
7270,V,Previous Close,205.51
7271,V,Open,205.75
7272,V,Bid,202.85 x 900
7273,V,Ask,203.41 x 1100
7274,V,Day's Range,202.61 - 207.09
7275,V,52 Week Range,185.91 - 252.67
7276,V,Volume,"6,095,750"
7277,V,Avg. Volume,"7,424,017"
7278,V,Market Cap,430.772B
7279,V,Beta (5Y Monthly),0.9
7280,V,PE Ratio (TTM),32.02
7281,V,EPS (TTM),6.36
7282,V,Earnings Date,"Jul 25, 2022 - Jul 29, 2022"
7283,V,Forward Dividend & Yield,1.50 (0.79%)
7284,V,Ex-Dividend Date,12-May-22
7285,V,1y Target Est,268.05
7286,VNO,Previous Close,29.88
7287,VNO,Open,29.91
7288,VNO,Bid,29.31 x 1100
7289,VNO,Ask,29.66 x 900
7290,VNO,Day's Range,29.28 - 30.00
7291,VNO,52 Week Range,27.64 - 48.44
7292,VNO,Volume,"2,203,115"
7293,VNO,Avg. Volume,"1,596,222"
7294,VNO,Market Cap,6.054B
7295,VNO,Beta (5Y Monthly),1.21
7296,VNO,PE Ratio (TTM),45.22
7297,VNO,EPS (TTM),0.65
7298,VNO,Earnings Date,1-Aug-22
7299,VNO,Forward Dividend & Yield,2.12 (7.10%)
7300,VNO,Ex-Dividend Date,6-May-22
7301,VNO,1y Target Est,38.27
7302,VMC,Previous Close,145.82
7303,VMC,Open,146.67
7304,VMC,Bid,145.70 x 800
7305,VMC,Ask,146.25 x 1300
7306,VMC,Day's Range,143.37 - 146.52
7307,VMC,52 Week Range,141.18 - 213.65
7308,VMC,Volume,"710,218"
7309,VMC,Avg. Volume,"802,703"
7310,VMC,Market Cap,19.398B
7311,VMC,Beta (5Y Monthly),0.7
7312,VMC,PE Ratio (TTM),32.36
7313,VMC,EPS (TTM),4.51
7314,VMC,Earnings Date,"Aug 02, 2022 - Aug 08, 2022"
7315,VMC,Forward Dividend & Yield,1.60 (1.11%)
7316,VMC,Ex-Dividend Date,26-May-22
7317,VMC,1y Target Est,218.62
7318,WAB,Previous Close,85.05
7319,WAB,Open,85.85
7320,WAB,Bid,85.51 x 800
7321,WAB,Ask,85.48 x 1100
7322,WAB,Day's Range,84.92 - 86.39
7323,WAB,52 Week Range,77.61 - 100.05
7324,WAB,Volume,"612,113"
7325,WAB,Avg. Volume,"975,937"
7326,WAB,Market Cap,15.589B
7327,WAB,Beta (5Y Monthly),1.51
7328,WAB,PE Ratio (TTM),26.92
7329,WAB,EPS (TTM),3.17
7330,WAB,Earnings Date,"Jul 27, 2022 - Aug 01, 2022"
7331,WAB,Forward Dividend & Yield,0.60 (0.71%)
7332,WAB,Ex-Dividend Date,19-May-22
7333,WAB,1y Target Est,101.5
7334,WBA,Previous Close,41.65
7335,WBA,Open,41.87
7336,WBA,Bid,42.14 x 1300
7337,WBA,Ask,42.15 x 800
7338,WBA,Day's Range,41.56 - 42.34
7339,WBA,52 Week Range,39.14 - 55.00
7340,WBA,Volume,"6,898,008"
